"Идентификатор","Комнатность","Новостройка","Метро.Район","Время.до.метро","Улица","Дом","Этаж","Этажность","Площадь.общая","Площадь.жилая","Площадь.кухни","Ценавруб.","Ценавдолл.","Ценавевро","Источник.получения","Дата.объявления","Контакты","На.сайте","Описание"
23694242,3,"Нет","Белорусская",20,"Ленинградский проспект","19","4",6,69,48.9,7.4,1.5e+07,426378,314856,"Миэль.(Черемушки)","12.11.2013 12:20:49","Тел.: +7 (495) 620-92-80, http://miel.ru","http://cheremushki.miel.ru/object/10298","Квартира 3-комн., общ.пл.-69.6, жил.пл.-48.9, кухня-7.4, метро или район:Белорусская, 20 мин. п, адрес:Москва, Ленинградский проспект, 19, этаж/этажность -4/6, балкон:Б, телефон-ЕСТЬ, санузел-разд., В собственности более трех лет. Собственники двое взрослых . Договор передачи от 1996 года. Состояние квартиры хорошее. Окна во двор. Полы паркет. Два балкона. В подъезде сделан ремонт.Продажа по ипотеке приветствуется, помощь в получении ипотеки. Рядом расположены храм, детская поликлиника, школ ..."
23806145,3,"Нет","Таганская",5,"Гончарный 2-й пер","3","4",6,66,42,9,1.5e+07,437828,323311,"ИНКОМ-Недвижимость","06.12.2013 12:35:44","Тел.: +7(495)363-99-63, mailto:mk_mr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0249932&ir=bazaincom","Квартира 3-комн., общ.пл.-66.10, жил.пл.-42.00, кухня-9.00, метро или район:Таганская, 5 мин. п, адрес:Москва, Гончарный 2-й пер, 3, этаж/этажность -4/6, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0249932, 5 м/пеш. до м. Таганская, тихий исторический центр, дом во дворе, теплая квартира в кирп. доме с толстыми стенами, потолки 3м, 2 квартиры на площадке, в начале 80-х годов была реконструкция дома с заменой коммуникаций и укреплением перекрытий, темная комната, спокойные и интеллигентные ..."
24047427,4,"Нет","Белорусская",NA,"Ленинградский проспект","28","1",8,71,50,11,1.5e+07,426378,314856,"Азбука Жилья","31.01.2014 5:20:07","Тел.: +7 (495) 795-0569, http://http://www.azbuka-vtorich.ru/81650, mailto:vtorich@azbuka.ru","","Квартира 4-комн., общ.пл.-71, жил.пл.-50, кухня-11, метро или район:Белорусская, адрес:Москва, Ленинградский проспект, 28, этаж/этажность -1/8, санузел-разд., Приватизация более 3х лет, 2 взрослых собственника.Свободная продажа, Квартира с хорошим ремонтом, во всех жилых комнатах кондиционеры. Стеклопакеты. Подоконники из камня. Две изолированные комнаты. Две смежные. Все окна во двор.Возможен торг. Высокий первый этаж. Менеджер по продажам: 8-915-400-32-22, Цена:15 млн. руб."
24008386,5,"Нет","Киевская",10,"Пырьева","10","8",20,150,0,NA,1.5e+07,426378,314856,"CENTURY 21","22.01.2014 6:35:11","Тел.: +7(916)645-72-37, http://http://zapad.c21russia.com/, mailto:l.bachina@c21russia.com","","Квартира 5-комн., общ.пл.-150.00, жил.пл.-0.00, кухня-?, метро или район:Киевская, 10 мин. п, адрес:Москва, Пырьева, 10, этаж/этажность -8/20, Цена:15 млн. руб."
24008203,2,"Нет","Таганская",10,"Нижегородская","84","7",18,79,38,NA,15300000,434906,321153,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(985)928-22-08, http://http://krays.c21russia.com/, mailto:viktor.kozlov@c21russia.com","","Квартира 2-комн., общ.пл.-79.00, жил.пл.-38.00, кухня-?, метро или район:Таганская, 10 мин. п, адрес:Москва, Нижегородская, 84/1, этаж/этажность -7/18, Обращаю Ваше внимание на качественный евроремонт в данной квартире, в новом доме бизнес-класса 2010 г постройки. Идеальное место для проживания. Близость к центру. От метро Таганская 7 мин транспортом. 7/18 эт. Об.площ. квартиры 79 кв.м. Две большие изолированные комнаты 23 и 18 кв м, кухня 14 кв.м. Высота потолков 3 м. Санузел 8 кв.м с окном ..."
21582876,3,"Нет","Павелецкая",5,"Дербеневская","18","3",5,67,42,13,15300000,446584,329777,"ИНКОМ-Недвижимость","16.04.2013 12:22:18","Тел.: +7(495)363-04-56, mailto:mk_sc@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0230400&ir=bazaincom","Квартира 3-комн., общ.пл.-67.30, жил.пл.-42.00, кухня-13.00, метро или район:Павелецкая, 5 мин. п, адрес:Москва, Дербеневская, 18, этаж/этажность -3/5, телефон-ЕСТЬ, санузел-совм., Лот: вт-0230400, центр г. Москвы, пристиж.район, индивидуальный проект дома 1900 г.п, въезд на придомовую территорию через шлагбаум, выс.пот.3,70, чистый подъезд, лестничные пролеты с кованными перилами, кв-ра распашонка, комн.смежн.и изолир, хорошая планировка, внутри нет несущих стен, Цена:15.3 млн. руб.|446.584 ..."
23126851,2,"Нет","Кропоткинская",5,"Власьевский М. пер","6","7",16,52,28,16,15400000,449503,331932,"ИНКОМ-Недвижимость","19.09.2013 15:05:03","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0189122&ir=bazaincom","Квартира 2-комн., общ.пл.-52.00, жил.пл.-28.00, кухня-16.00, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Власьевский М. пер, 6, этаж/этажность -7/16, телефон-ЕСТЬ, санузел-разд., Лот: вт-0189122, консъерж, чистый подъезд, тихо, зелено, чистая продажа, Цена:15.4 млн. руб.|449.503 тыс.$|331.932 тыс. евро"
23970073,2,"Нет","Арбатская",10,"Власьевский М. пер","6","8",16,52,38,6,15400000,449503,331932,"ИНКОМ-Недвижимость","16.01.2014 12:20:57","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0189123&ir=bazaincom","Квартира 2-комн., общ.пл.-52.00, жил.пл.-38.00, кухня-6.00, метро или район:Арбатская, 10 мин. п, адрес:Москва, Власьевский М. пер, 6, этаж/этажность -8/16, телефон-ЕСТЬ, санузел-разд., Лот: вт-0189123, изол. комнаты (16+12), окна на тихую улицу, консъерж, чистый подъезд, зелено, 1 собств., свободная продажа Содействие в получении специальных условий и преференций по ипотеке., Цена:15.4 млн. руб.|449.503 тыс.$|331.932 тыс. евро"
23126850,3,"Нет","Кропоткинская",5,"Власьевский М. пер","6","7",16,52,38,6,15400000,449503,331932,"ИНКОМ-Недвижимость","19.09.2013 15:05:03","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0189121&ir=bazaincom","Квартира 3-комн., общ.пл.-52.00, жил.пл.-38.00, кухня-6.00, метро или район:Кропоткинская, 5 мин. п, адрес:Москва, Власьевский М. пер, 6, этаж/этажность -7/16, телефон-ЕСТЬ, санузел-разд., Лот: вт-0189121, изол. комнаты (10+16+12), окна во двор, вид на МИД, консъерж, чистый подъезд, свободная продажа, Цена:15.4 млн. руб.|449.503 тыс.$|331.932 тыс. евро"
23970041,3,"Нет","Арбатская",10,"Власьевский М. пер","6","7",16,52,38,6,15400000,449503,331932,"ИНКОМ-Недвижимость","16.01.2014 12:20:57","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0188145&ir=bazaincom","Квартира 3-комн., общ.пл.-52.00, жил.пл.-38.00, кухня-6.00, метро или район:Арбатская, 10 мин. п, адрес:Москва, Власьевский М. пер, 6, этаж/этажность -7/16, телефон-ЕСТЬ, санузел-разд., Лот: вт-0188145, изол. комнаты (10+16+12), консъерж, чистый подъезд, тихий зеленый центр, 1 собств., свободная продажа Содействие в получении специальных условий и преференций по ипотеке., Цена:15.4 млн. руб.|449.503 тыс.$|331.932 тыс. евро"
21774645,3,"Нет","Новослободская",6,"Фадеева","6","5",7,65,49,6.5,15450000,450963,333010,"ИНКОМ-Недвижимость","24.04.2013 13:05:31","Тел.: +7(495)228-88-90, mailto:rent_nsl@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0233264&ir=bazaincom","Квартира 3-комн., общ.пл.-65.00, жил.пл.-49.00, кухня-6.50, метро или район:Новослободская, 6 мин. п, адрес:Москва, Фадеева, 6/1, этаж/этажность -5/7, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0233264, квартира под ремонт, капитальный ремонт дома сделан в 2012 году, удобное месторасположение от 3-х станций метро, менее 3-х лет в собственности, легкая альтернатива, Цена:15.45 млн. руб.|450.963 тыс.$|333.01 тыс. евро"
24042889,2,"Нет","Марксистская",7,"Рогожский Вал","13","3",17,64,36,13.2,15457000,439368,324448,"Н&Ц","31.01.2014 4:35:10","Тел.: 8-903-746-2599","","Квартира 2-комн., общ.пл.-64, жил.пл.-36, кухня-13.2, метро или район:Марксистская, 7 мин. пеш., адрес:Москва, Рогожский Вал, 13/2, этаж/этажность -3/17, Новый дом в глубине двора. В хорошем сост. Кухня с эркером. Тихо, зелено, детск. площадки, школа, Цена:15.457 млн. руб.Торг!."
23657003,2,"Нет","Смоленская",5,"Новый Арбат","26","22",24,51,36.8,4,15500000,452422,334088,"ИНКОМ-Недвижимость","06.11.2013 12:21:02","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0246025&ir=bazaincom","Квартира 2-комн., общ.пл.-51.70, жил.пл.-36.80, кухня-4.00, метро или район:Смоленская, 5 мин. п, адрес:Москва, Новый Арбат, 26, этаж/этажность -22/24, санузел-совм., Лот: вт-0246025, свободная продажа, приватизация более 3-х лет, узаконенная перепланировка, панорамный вид из окон на Новый Арбат, 8-916-908-17-57, Цена:15.5 млн. руб.|452.422 тыс.$|334.088 тыс. евро"
23657014,2,"Нет","Павелецкая",7,"Космодамианская наб","46/50","9",9,65,43,9,15500000,452422,334088,"ИНКОМ-Недвижимость","06.11.2013 12:21:02","Тел.: +7(495)363-08-54, mailto:rent_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0247345&ir=bazaincom","Квартира 2-комн., общ.пл.-65.00, жил.пл.-43.00, кухня-9.00, метро или район:Павелецкая, 7 мин. п, адрес:Москва, Космодамианская наб, 46/50, этаж/этажность -9/9, балкон:Б, санузел-разд., Лот: вт-0247345, Кирпичный сталинский дом Министерства речного флота 1963 года постройки. Собственность более 3х лет.ДКП. Один взрослый собственник. Юридически и физически свободна. Быстрый выход на сделку . Свободная продажа., Цена:15.5 млн. руб.|452.422 тыс.$|334.088 тыс. евро"
23947100,2,"Нет","Добрынинская",6,"Люсиновская","39С2","6",8,53,30,8,15500000,440591,325351,"Дом Сервис+","10.01.2014 5:20:19","Тел.: 89687467776, http://www.7829980.ru, mailto:7829980@mail.ru","","Квартира 2-комн., общ.пл.-53, жил.пл.-30, кухня-8, метро или район:Добрынинская, 6 мин. п, адрес:Москва, Люсиновская, 39С2, этаж/этажность -6/8, балкон:Л, санузел-разд., Лот: А26179 : 2 квартира, Москва, м. Добрынинская, Люсиновская, д.39 стр2 Прекрасная, ухоженная квартира с хорошим ремонтом, индивидуальная планировка, большая лоджия, есть гардеробная. Отличный новый дом, чистый подъезд, развитая инфраструктура. Оперативный показ., Цена:15.5 млн. руб."
23878267,3,"Нет","Полянка",5,"Спасоналивковский 2-й пер","16","2",9,65,45,10,15500000,452422,334088,"ИНКОМ-Недвижимость","24.12.2013 12:20:27","Тел.: +7(495)228-07-77, mailto:mk_nsl@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0240217&ir=bazaincom","Квартира 3-комн., общ.пл.-65.00, жил.пл.-45.00, кухня-10.00, метро или район:Полянка, 5 мин. п, адрес:Москва, Спасоналивковский 2-й пер, 16/1, этаж/этажность -2/9, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0240217, окна не на козырек, стеклопакеты, кондиционер, отличное состояние, квартира-студия, узаконенная перепланировка, огорож. территория, охрана, более 3-х лет, готовы к сделке., Цена:15.5 млн. руб.|452.422 тыс.$|334.088 тыс. евро"
23878288,3,"Нет","Октябрьская",5,"Спасоналивковский 2-й пер","16","2",9,65,45,10,15500000,452422,334088,"ИНКОМ-Недвижимость","24.12.2013 12:20:27","Тел.: +7(495)228-07-77, mailto:mk_nsl@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0245560&ir=bazaincom","Квартира 3-комн., общ.пл.-65.00, жил.пл.-45.00, кухня-10.00, метро или район:Октябрьская, 5 мин. п, адрес:Москва, Спасоналивковский 2-й пер, 16/1, этаж/этажность -2/9, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0245560, окна не на козырек, стеклопакеты, кондиционер, отличное состояние, квартира студия, узаконенная перепланировка, огорож. территория, охрана, более 3-х лет, готовы к сделке., Цена:15.5 млн. руб.|452.422 тыс.$|334.088 тыс. евро"
20516878,1,"Нет","Парк культуры",NA,"Комсомольский пр-т","9А","4",6,36,NA,NA,15578000,442808,326988,"Усадьба (Миэль)","18.12.2012 9:05:19","Тел.: (495) 777-07-70, http://usadba.ru","http://usadba.ru/city_sale/apartment/frunzenskaya-smolenskaya/6852.html","Квартира 1-комн., общ.пл.-36,27, жил.пл.-?, кухня-?, метро или район:Парк культуры, адрес:Москва, Комсомольский пр-т, 9А, этаж/этажность -4/6, 1-комнатная квартира 36,27 кв.м. свободной планировки в ЖК «Николаевский дом» «Николаевский дом» - шестиэтажный особняк, расположенный в Хамовниках. Престижный исторический район Москвы с многочисленными достопримечательностями и развитой инфраструктурой, удобным расположением и сервисом бизнес-класса. В здании предусмотрены три подъезда, в каждом из  ..."
23712138,3,"Нет","Чистые пруды",5,"Чистопрудный б-р","12","2",5,64,47.3,6,15600000,455341,336243,"ИНКОМ-Недвижимость","16.11.2013 12:20:46","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0248401&ir=bazaincom","Квартира 3-комн., общ.пл.-64.00, жил.пл.-47.30, кухня-6.00, метро или район:Чистые пруды, 5 мин. п, адрес:Москва, Чистопрудный б-р, 12/3, этаж/этажность -2/5, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0248401, свежий косметический ремонт, окна во двор, стеклопакеты, застекленный балкон, исторический центр Москвы, свободная продажа, оперативный показ, 8-916-177-44-33 Содействие в получении специальных условий и преференций по ипотеке., Цена:15.6 млн. руб.|455.341 тыс.$|336.243 тыс. евро"
23963896,2,"Нет","Смоленская",5,"Каковинский М. пер","2/6","2",5,51,30,9.4,15700000,458260,338399,"ИНКОМ-Недвижимость","15.01.2014 12:20:40","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0251668&ir=bazaincom","Квартира 2-комн., общ.пл.-51.50, жил.пл.-30.00, кухня-9.40, метро или район:Смоленская, 5 мин. п, адрес:Москва, Каковинский М. пер, 2/6, этаж/этажность -2/5, санузел-разд., Лот: вт-0251668, квартира в историческом центре Москвы, красивый добротный дом в переулках Арбата, комнаты изол., окна во двор, большая кухня, высокие потолки, очень уютная атмосфера, солидные соседи, 8-917-552-43-84 Содействие в получении специальных условий и преференций по ипотеке., Цена:15.7 млн. руб.|458.26 тыс.$|338 ..."
23723743,3,"Нет","Проспект Мира",5,"Орлово-Давыдовский пер","2/5","6",6,65,39,10.4,15700000,458260,338399,"ИНКОМ-Недвижимость","21.11.2013 12:20:26","Тел.: +7(495)925-04-00, mailto:mk_sa@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0246841&ir=bazaincom","Квартира 3-комн., общ.пл.-65.00, жил.пл.-39.00, кухня-10.40, метро или район:Проспект Мира, 5 мин. п, адрес:Москва, Орлово-Давыдовский пер, 2/5/3, этаж/этажность -6/6, балкон:2Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0246841, отличное предложение, сталинский дом в тихом центре города, раздельный с/у с окнами, потолки 3м, свободна, Цена:15.7 млн. руб.|458.26 тыс.$|338.399 тыс. евро"
23920946,3,"Нет","Таганская",5,"Воронцовская","24/6","4",5,82,60,10,15700000,458260,338399,"ИНКОМ-Недвижимость","27.12.2013 12:20:40","Тел.: +7(495)363-01-60, mailto:mk_tg@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0250894&ir=bazaincom","Квартира 3-комн., общ.пл.-82.00, жил.пл.-60.00, кухня-10.00, метро или район:Таганская, 5 мин. п, адрес:Москва, Воронцовская, 24/6/2, этаж/этажность -4/5, балкон:Б, санузел-разд., Лот: вт-0250894, Исторический центр Москвы, хорошая, просторная 3к. квартира в добротном сталинском доме, в среднем состоянии, чистый подъезд, документы более 3-х лет, собственники взрослые. Большой балкон не входит в площадь квартиры. Тихое место. Дом во дворе. Альтернатива. Содействие в получении специальных усло ..."
24007204,1,"Да","Октябрьская",10,"Мытная","7","4",14,46,0,NA,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 1-комн., общ.пл.-46.00, жил.пл.-0.00, кухня-?, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Монол ..."
24007202,1,"Да","Октябрьская",10,"Мытная","7","4",14,46,0,NA,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 1-комн., общ.пл.-46.00, жил.пл.-0.00, кухня-?, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Монол ..."
24007203,1,"Да","Октябрьская",10,"Мытная","7","4",14,46,0,NA,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 1-комн., общ.пл.-46.00, жил.пл.-0.00, кухня-?, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Монол ..."
24002152,1,"Да","Октябрьская",10,"Мытная","7","4",14,46,0,NA,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(916)1115760, http://http://zapad.c21russia.com/, mailto:e.hohlov@c21russia.com","","Квартира 1-комн., общ.пл.-46.00, жил.пл.-0.00, кухня-?, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/14, новостройка, Лучший архитектурный проект 2012! Потолки более 3-х метров, окна (дерево-алюминиевые 2-камерные стеклопакеты). Свободная планировка. Охраняемая территория. 2-х уровневый подземный паркинг (1200 машиномест) оснащен системой видеонаблюдения, пожаротушения, автомойкой, системой мойки колес. 4 Га оборудованной уютной зеленой территории. Монол ..."
24001700,1,"Да","Октябрьская",10,"Мытная","7","4",13,47,0,NA,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(925)054-48-30, http://http://zapad.c21russia.com/, mailto:e.moeser@c21russia.com","","Квартира 1-комн., общ.пл.-47.00, жил.пл.-0.00, кухня-?, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/13, новостройка, Однокомнатная квартира в новостройке бизнес класса 47 кв. метров!Удобная транспортная развилка!Комплекс окружен высокоразвитой инфраструктурой!Огороженная, благоустроенная,охраняемая территория!Лучшие предложения в других корпусах.Подробнее смотрите на сайте Звоните в любое время!, Цена:15.7808 млн. руб."
24001930,1,"Да","Октябрьская",10,"Мытная","7","4",13,46,25,15,15780800,448573,331245,"CENTURY 21","22.01.2014 6:20:24","Тел.: +7(965)430-89-88, http://http://zapad.c21russia.com/, mailto:t.dima@c21russia.com","","Квартира 1-комн., общ.пл.-46.80, жил.пл.-25.00, кухня-15, метро или район:Октябрьская, 10 мин. п, адрес:Москва, Мытная, 7, этаж/этажность -4/13, новостройка, 2 окно и 1 балкон во двор. «Английский Квартал» – это совершенно особый мир. Мир, где Вы будете чувствовать себя комфортно. Квартал наполнен духом гармонии и вечных ценностей. Ступив на его землю, Вы вдохнете полной грудью, будете наслаждаться жизнью, творить, растить детей и просто любить. Зеленый купол деревьев и мягкий ковер газона и ..."
23744801,2,"Нет","Арбатская",5,"Молчановка Б.","18","4",4,50,27,11,15800000,461179,340554,"ИНКОМ-Недвижимость","26.11.2013 12:35:47","Тел.: +7(495)363-18-18, mailto:mk_tr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0249063&ir=bazaincom","Квартира 2-комн., общ.пл.-50.00, жил.пл.-27.00, кухня-11.00, метро или район:Арбатская, 5 мин. п, адрес:Москва, Молчановка Б., 18, этаж/этажность -4/4, санузел-разд., Лот: вт-0249063, дом 19 века, в 1980 г - капитальный ремонт с отселением жильцов, ж/б перекрытия, квартира требует ремонта, окна во двор, паркинг, более 3-х лет в собственности, состояние дома и подъезда - отличное, 8-915-124-19-70 Содействие в получении специальных условий и преференций по ипотеке., Цена:15.8 млн. руб.|461.179 ..."
23687290,2,"Нет","Белорусская",10,"Новолесная","7/11","5",5,61,39,10,15800000,461179,340554,"ИНКОМ-Недвижимость","09.11.2013 12:21:14","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0247332&ir=bazaincom","Квартира 2-комн., общ.пл.-61.00, жил.пл.-39.00, кухня-10.00, метро или район:Белорусская, 10 мин. п, адрес:Москва, Новолесная, 7/11, этаж/этажность -5/5, санузел-совм., Лот: вт-0247332, Собственность. Центр Москвы. Качественный, капитальный евроремонт из дорогих европейских материалов, Потолки 3,1м. Новая встроенная кухня из массива дуба, посудомоечная машина, 2 конд. Замена на сантехника, проводка, электроарматура и трубы; новые предохранители от перелива ванной и раковины, многоступенчатые ..."
23656940,3,"Нет","Добрынинская",1,"Люсиновская","4","2",14,70,43,9,15800000,461179,340554,"ИНКОМ-Недвижимость","06.11.2013 12:21:02","Тел.: +7(495)363-25-55, mailto:mk_db@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0245121&ir=bazaincom","Квартира 3-комн., общ.пл.-70.00, жил.пл.-43.00, кухня-9.00, метро или район:Добрынинская, 1 мин. п, адрес:Москва, Люсиновская, 4, этаж/этажность -2/14, балкон:Б, телефон-ЕСТЬ, санузел-разд., Лот: вт-0245121,, Цена:15.8 млн. руб.|461.179 тыс.$|340.554 тыс. евро"
23744608,1,"Нет","Пушкинская",5,"Гнездниковский Б. пер","10","3",10,43,30,8,15900000,464098,342709,"ИНКОМ-Недвижимость","26.11.2013 12:20:35","Тел.: +7(495)363-04-44, mailto:sale_pk@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0249096&ir=bazaincom","Квартира 1-комн., общ.пл.-43.00, жил.пл.-30.00, кухня-8.00, метро или район:Пушкинская, 5 мин. п, адрес:Москва, Гнездниковский Б. пер, 10, этаж/этажность -3/10, балкон:Б, санузел-разд., Лот: вт-0249096, дом архитектора Нирнзее в самом сердце Москвы, первый небоскреб, квартира-студия в отличном состоянии, огромное окно на всю комнату, документы готовы к сделке, более 3-х лет в собственности, свободная продажа, Цена:15.9 млн. руб.|464.098 тыс.$|342.709 тыс. евро"
23693213,3,"Нет","Курская",0,"Земляной вал","21","8",9,71,49,11,15900000,451961,333747,"Eurodoma","12.11.2013 5:35:24","Тел.: (495)777-3017,(903)161-5549, http://www.arendamsk.ru, mailto:7773017@mail.ru","","Квартира 3-комн., общ.пл.-71, жил.пл.-49, кухня-11, метро или район:Курская, адрес:Москва, Земляной вал, 21, этаж/этажность -8/9, Предлагается квартира в кирпичном доме с хорошим ремонтом. Огороженная территория. Встроенный кухонный гарнитур, три кондиционера, окна на две стороны. Потолки 3,2м. Рядом фитнес центр с бассейном, многоуровневый паркинг у дома. Более 3х лет в собственности., Цена:15.9 млн. руб.за объект"
24037003,3,"Нет","Добрынинская",3,"Пятницкая","76","1",7,62,45,6,15900000,464098,342709,"ИНКОМ-Недвижимость","28.01.2014 12:50:07","Тел.: +7(495)363-25-55, mailto:mk_db@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0226026&ir=bazaincom","Квартира 3-комн., общ.пл.-62.00, жил.пл.-45.00, кухня-6.00, метро или район:Добрынинская, 3 мин. п, адрес:Москва, Пятницкая, 76, этаж/этажность -1/7, телефон-ЕСТЬ, санузел-разд., Лот: вт-0226026, эксклюзив, уютная квартира, в историческом центре Москвы, добротный кирпичный дом, чистый подъезд, тихий зеленый двор с детской площадкой за Малым театром, (возможен перевод в нежилой фонд) легкая альтернатива Пока невидимоя, Цена:15.9 млн. руб.|464.098 тыс.$|342.709 тыс. евро"
23977353,3,"Нет","Киевская",7,"Улофа Пальме","3","6",12,73,42,9,15900000,464098,342709,"ИНКОМ-Недвижимость","17.01.2014 12:20:42","Тел.: +7(495)363-08-50, mailto:mk_ar@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0240988&ir=bazaincom","Квартира 3-комн., общ.пл.-73.20, жил.пл.-42.00, кухня-9.00, метро или район:Киевская, 7 мин. т, адрес:Москва, Улофа Пальме, 3, этаж/этажность -6/12, балкон:2Л, телефон-ЕСТЬ, санузел-разд., Лот: вт-0240988, Изолированные квадратные комнаты: 19+13+10. Окна на две стороны, 3 лоджии, кладовка, большой коридор. Чешский проект. Консьерж, в подъезде видеонаблюдения. Элитный зеленый район в окружении посольств. Строится метро Ломоносовская. Рядом парк с озером, депутатские дома, ЖК ""Золотые ключи"".  ..."
22150030,2,"Нет","Пушкинская",7,"Трехпрудный пер","11","1",7,52,24,9,1.6e+07,467016,344865,"ИНКОМ-Недвижимость","04.06.2013 12:35:47","Тел.: +7(495)363-16-15, mailto:rent_nc@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0226923&ir=bazaincom","Квартира 2-комн., общ.пл.-52.00, жил.пл.-24.00, кухня-9.00, метро или район:Пушкинская, 7 мин. п, адрес:Москва, Трехпрудный пер, 11/13, этаж/этажность -1/7, Лот: вт-0226923, тихий центр, особняк после реконструкции, огороженная охраняемая территория, чистый подъезд, новый лифт, окна во двор, приличный ремонт (кроме санузла), кухонный гарнитур, в собственности более 3-х лет, альтернатива подобрана, Цена:16 млн. руб.|467.016 тыс.$|344.865 тыс. евро"
